data_idx	sorted_idx	orig_pred	new_pred	contrast_pred	orig_contrast_prob_pred	new_contrast_prob_pred	orig_input	edited_input	orig_editable_seg	edited_editable_seg	minimality	num_edit_rounds	mask_frac	duration	error
0	0	entailment	neutral	neutral	0.1952773928642273	0.73934335	{'sentence1': 'A man with a beard is talking on the cellphone and standing next to someone who is lying down on the street.', 'sentence2': 'A man is prone on the street while another man stands next to him.'}	{'sentence1': 'A man with a beard is talking on the cellphone and standing next to someone who is lying down on the street.', 'sentence2': 'A man is prone on  the street while another patient lies next to him.'}	A man is prone on the street while another man stands next to him. 	A man is prone on  the street while another patient lies next to him.	0.13333333333333333	1	0.275	1.455892562866211	False
0	1	entailment	neutral	neutral	0.1952773928642273	0.45393142	{'sentence1': 'A man with a beard is talking on the cellphone and standing next to someone who is lying down on the street.', 'sentence2': 'A man is prone on the street while another man stands next to him.'}	{'sentence1': 'A man with a beard is talking on the cellphone and standing next to someone who is lying down on the street.', 'sentence2': 'A man is prone on  the street while another lay down next to him.'}	A man is prone on the street while another man stands next to him. 	A man is prone on  the street while another lay down next to him.	0.13333333333333333	1	0.275	1.455892562866211	False
0	2	entailment	neutral	neutral	0.1952773928642273	0.49912515	{'sentence1': 'A man with a beard is talking on the cellphone and standing next to someone who is lying down on the street.', 'sentence2': 'A man is prone on the street while another man stands next to him.'}	{'sentence1': 'A man with a beard is talking on the cellphone and standing next to someone who is lying down on the street.', 'sentence2': 'A man is prone on  the street while another man watches him.'}	A man is prone on the street while another man stands next to him. 	A man is prone on  the street while another man watches him.	0.2	1	0.275	1.455892562866211	False
0	3	entailment	neutral	neutral	0.1952773928642273	0.5128114	{'sentence1': 'A man with a beard is talking on the cellphone and standing next to someone who is lying down on the street.', 'sentence2': 'A man is prone on the street while another man stands next to him.'}	{'sentence1': 'A man with a beard is talking on the cellphone and standing next to someone who is lying down on the street.', 'sentence2': 'A man is prone on  the street while another reaches out to him.'}	A man is prone on the street while another man stands next to him. 	A man is prone on  the street while another reaches out to him.	0.2	1	0.20625000000000002	1.455892562866211	False
0	4	entailment	neutral	neutral	0.1952773928642273	0.55430937	{'sentence1': 'A man with a beard is talking on the cellphone and standing next to someone who is lying down on the street.', 'sentence2': 'A man is prone on the street while another man stands next to him.'}	{'sentence1': 'A man with a beard is talking on the cellphone and standing next to someone who is lying down on the street.', 'sentence2': 'A man is prone on  the street while another woman rests near him.'}	A man is prone on the street while another man stands next to him. 	A man is prone on  the street while another woman rests near him.	0.26666666666666666	1	0.275	1.455892562866211	False
0	5	entailment	neutral	neutral	0.1952773928642273	0.45028698	{'sentence1': 'A man with a beard is talking on the cellphone and standing next to someone who is lying down on the street.', 'sentence2': 'A man is prone on the street while another man stands next to him.'}	{'sentence1': 'A man with a beard is talking on the cellphone and standing next to someone who is lying down on the street.', 'sentence2': 'A man is prone on  the street while another lies behind him.'}	A man is prone on the street while another man stands next to him. 	A man is prone on  the street while another lies behind him.	0.26666666666666666	1	0.275	1.455892562866211	False
1	0	entailment	neutral	neutral	0.012333841063082218	0.9947385	{'sentence1': 'A kid slides down a yellow slide into a swimming pool.', 'sentence2': 'The child slides into the pool.'}	{'sentence1': 'A kid slides down a yellow slide into a swimming pool.', 'sentence2': 'The child slides into the school pool.'}	The child slides into the pool. 	The child slides into the school pool.	0.14285714285714285	1	0.275	0.96055006980896	False
1	1	entailment	neutral	neutral	0.012333841063082218	0.9937629	{'sentence1': 'A kid slides down a yellow slide into a swimming pool.', 'sentence2': 'The child slides into the pool.'}	{'sentence1': 'A kid slides down a yellow slide into a swimming pool.', 'sentence2': 'The child slides into the family pool.'}	The child slides into the pool. 	The child slides into the family pool.	0.14285714285714285	1	0.275	0.96055006980896	False
1	2	entailment	neutral	neutral	0.012333841063082218	0.9842861	{'sentence1': 'A kid slides down a yellow slide into a swimming pool.', 'sentence2': 'The child slides into the pool.'}	{'sentence1': 'A kid slides down a yellow slide into a swimming pool.', 'sentence2': 'The child slides quickly into the pool.'}	The child slides into the pool. 	The child slides quickly into the pool.	0.14285714285714285	1	0.275	0.96055006980896	False
1	3	entailment	neutral	neutral	0.012333841063082218	0.9836357	{'sentence1': 'A kid slides down a yellow slide into a swimming pool.', 'sentence2': 'The child slides into the pool.'}	{'sentence1': 'A kid slides down a yellow slide into a swimming pool.', 'sentence2': 'The child slides happily into the pool.'}	The child slides into the pool. 	The child slides happily into the pool.	0.14285714285714285	1	0.275	0.96055006980896	False
