data_idx	sorted_idx	orig_pred	new_pred	contrast_pred	orig_contrast_prob_pred	new_contrast_prob_pred	orig_input	edited_input	orig_editable_seg	edited_editable_seg	minimality	num_edit_rounds	mask_frac	duration	error
0	0	entailment	neutral	neutral	0.1952773928642273	0.3754976	{'sentence1': 'A man with a beard is talking on the cellphone and standing next to someone who is lying down on the street.', 'sentence2': 'A man is prone on the street while another man stands next to him.'}	{'sentence1': ' A man with  a beard  is talking on  his cellphone while standing next  to another man who  is bent down on the street.', 'sentence2': 'A man is prone on the street while another man stands next to him.'}	A man with a beard is talking on the cellphone and standing next to someone who is lying down on the street. 	 A man with  a beard  is talking on  his cellphone while standing next  to another man who  is bent down on the street.	0.21739130434782608	1	0.446875	2.5250182151794434	False
0	1	entailment	neutral	neutral	0.1952773928642273	0.493213	{'sentence1': 'A man with a beard is talking on the cellphone and standing next to someone who is lying down on the street.', 'sentence2': 'A man is prone on the street while another man stands next to him.'}	{'sentence1': ' A man with  a beard  is talking on  the phone while another man is standing next  to him down on the street.', 'sentence2': 'A man is prone on the street while another man stands next to him.'}	A man with a beard is talking on the cellphone and standing next to someone who is lying down on the street. 	 A man with  a beard  is talking on  the phone while another man is standing next  to him down on the street.	0.391304347826087	1	0.48125000000000007	2.5250182151794434	False
0	2	entailment	neutral	neutral	0.1952773928642273	0.42161956	{'sentence1': 'A man with a beard is talking on the cellphone and standing next to someone who is lying down on the street.', 'sentence2': 'A man is prone on the street while another man stands next to him.'}	{'sentence1': ' A man with  a beard  is talking on  his cellphone while another man stands next  to him down on the street.', 'sentence2': 'A man is prone on the street while another man stands next to him.'}	A man with a beard is talking on the cellphone and standing next to someone who is lying down on the street. 	 A man with  a beard  is talking on  his cellphone while another man stands next  to him down on the street.	0.391304347826087	1	0.48125000000000007	2.5250182151794434	False
1	0	entailment		neutral	0.1952773928642273		{'sentence1': 'A man with a beard is talking on the cellphone and standing next to someone who is lying down on the street.', 'sentence2': 'A man is prone on the street while another man stands next to him.'}		A man with a beard is talking on the cellphone and standing next to someone who is lying down on the street. 					0.3754889965057373	True
2	0	entailment	neutral	neutral	0.037645503878593445	0.5199812	{'sentence1': 'A woman talks on a cellphone while sitting in front of blue railings that are in front of the ocean.', 'sentence2': 'She has a conversation on her phone outdoors'}	{'sentence1': ' The woman is on  her phone, while sitting  in front  of railings that are  in front of the ocean.', 'sentence2': 'She has a conversation on her phone outdoors'}	A woman talks on a cellphone while sitting in front of blue railings that are in front of the ocean. 	 The woman is on  her phone, while sitting  in front  of railings that are  in front of the ocean.	0.2857142857142857	1	0.41250000000000003	1.489210605621338	False
2	1	entailment	neutral	neutral	0.037645503878593445	0.7390297	{'sentence1': 'A woman talks on a cellphone while sitting in front of blue railings that are in front of the ocean.', 'sentence2': 'She has a conversation on her phone outdoors'}	{'sentence1': ' Girl on  laptop, while sitting  in front  of railings that are  in front of the ocean.', 'sentence2': 'She has a conversation on her phone outdoors'}	A woman talks on a cellphone while sitting in front of blue railings that are in front of the ocean. 	 Girl on  laptop, while sitting  in front  of railings that are  in front of the ocean.	0.2857142857142857	1	0.37812500000000004	1.489210605621338	False
2	2	entailment	neutral	neutral	0.037645503878593445	0.58110535	{'sentence1': 'A woman talks on a cellphone while sitting in front of blue railings that are in front of the ocean.', 'sentence2': 'She has a conversation on her phone outdoors'}	{'sentence1': ' Woman on  her cellphone looks into her eyes, while sitting  in front  of railings that are  in front of the ocean.', 'sentence2': 'She has a conversation on her phone outdoors'}	A woman talks on a cellphone while sitting in front of blue railings that are in front of the ocean. 	 Woman on  her cellphone looks into her eyes, while sitting  in front  of railings that are  in front of the ocean.	0.47619047619047616	1	0.37812500000000004	1.489210605621338	False
3	0	entailment		neutral	0.037645503878593445		{'sentence1': 'A woman talks on a cellphone while sitting in front of blue railings that are in front of the ocean.', 'sentence2': 'She has a conversation on her phone outdoors'}		A woman talks on a cellphone while sitting in front of blue railings that are in front of the ocean. 					0.3407862186431885	True
4	0	entailment	neutral	neutral	0.276498407125473	0.8665356	{'sentence1': 'A man in a boom lift bucket welds.', 'sentence2': 'A man is working.'}	{'sentence1': 'A man in green shoes nods.', 'sentence2': 'A man is working.'}	A man in a boom lift bucket welds. 	A man in green shoes nods.	0.5555555555555556	1	0.41250000000000003	0.7717132568359375	False
4	1	entailment	neutral	neutral	0.276498407125473	0.82359254	{'sentence1': 'A man in a boom lift bucket welds.', 'sentence2': 'A man is working.'}	{'sentence1': 'A man in red nods.', 'sentence2': 'A man is working.'}	A man in a boom lift bucket welds. 	A man in red nods.	0.5555555555555556	1	0.41250000000000003	0.7717132568359375	False
4	2	entailment	neutral	neutral	0.276498407125473	0.53482205	{'sentence1': 'A man in a boom lift bucket welds.', 'sentence2': 'A man is working.'}	{'sentence1': 'A man in red scolds.', 'sentence2': 'A man is working.'}	A man in a boom lift bucket welds. 	A man in red scolds.	0.5555555555555556	1	0.41250000000000003	0.7717132568359375	False
5	0	entailment	neutral	neutral	0.08940587937831879	0.80176926	{'sentence1': 'Runners in various athletic garb, as well as one individual in a spotted-green dragon costume, run to the right.', 'sentence2': 'Runners see a dragon costumed person'}	{'sentence1': 'Runners in various athletic garb,  such as  one in a spotted-dangerous costume, run to the right.', 'sentence2': 'Runners see a dragon costumed person'}	Runners in various athletic garb, as well as one individual in a spotted-green dragon costume, run to the right. 	Runners in various athletic garb,  such as  one in a spotted-dangerous costume, run to the right.	0.20833333333333334	1	0.24062500000000003	1.226743459701538	False
5	1	entailment	neutral	neutral	0.08940587937831879	0.84945935	{'sentence1': 'Runners in various athletic garb, as well as one individual in a spotted-green dragon costume, run to the right.', 'sentence2': 'Runners see a dragon costumed person'}	{'sentence1': 'Runners in  karate- athletic garb,  watching as  one person in a spotted-animal costume, run to the right.', 'sentence2': 'Runners see a dragon costumed person'}	Runners in various athletic garb, as well as one individual in a spotted-green dragon costume, run to the right. 	Runners in  karate- athletic garb,  watching as  one person in a spotted-animal costume, run to the right.	0.25	1	0.275	1.226743459701538	False
5	2	entailment	neutral	neutral	0.08940587937831879	0.99202114	{'sentence1': 'Runners in various athletic garb, as well as one individual in a spotted-green dragon costume, run to the right.', 'sentence2': 'Runners see a dragon costumed person'}	{'sentence1': 'Runners in  white athletic garb,  watched as  someone in a spotted-dreaded costume, run to the right.', 'sentence2': 'Runners see a dragon costumed person'}	Runners in various athletic garb, as well as one individual in a spotted-green dragon costume, run to the right. 	Runners in  white athletic garb,  watched as  someone in a spotted-dreaded costume, run to the right.	0.2916666666666667	1	0.275	1.226743459701538	False
